amph_id,zebrafish_id,zebrafish_name
bf_00001216,ENSDARG00000041391,tmed10
bf_00021618,ENSDARG00000057206,nmt1b
bf_00020461,ENSDARG00000098424,CABZ01079241.1
bf_00022586,ENSDARG00000016856,pon2
bf_00002007,ENSDARG00000100552,taco1
bf_00023045,ENSDARG00000063437,wnt9a
bf_00011900,ENSDARG00000075892,bag6
bf_00011409,ENSDARG00000091419,nrarpa
bf_00023298,ENSDARG00000037067,dnajc22
bf_00014662,ENSDARG00000075754,mri1
bf_00008339,ENSDARG00000032072,cdk16
bf_00021432,ENSDARG00000074023,rbms1a
bf_00001705,ENSDARG00000016775,aqr
bf_00024356,ENSDARG00000059043,ntf3
bf_00008473,ENSDARG00000070903,met
bf_00026165,ENSDARG00000037558,asb12b
bf_00005958,ENSDARG00000021974,sfr1
bf_00002215,ENSDARG00000002600,pcsk1
bf_00017464,ENSDARG00000025977,blmh
bf_00015428,ENSDARG00000039240,cacng5b
bf_00014963,ENSDARG00000069139,grik1a
bf_00016692,ENSDARG00000068217,stx2b
bf_00002096,ENSDARG00000023600,sh3gl2a
bf_00016822,ENSDARG00000074757,arv1
bf_00017296,ENSDARG00000105036,arl6ip4
bf_00016351,ENSDARG00000040912,kdelr3
bf_00019670,ENSDARG00000032761,pde4d
bf_00011569,ENSDARG00000026165,col11a1a
bf_00022761,ENSDARG00000099596,btd
bf_00004220,ENSDARG00000090778,ttll1
bf_00006851,ENSDARG00000101478,plppr2a
bf_00012896,ENSDARG00000015506,pibf1
bf_00023554,ENSDARG00000058710,terf1
bf_00010025,ENSDARG00000008141,rbl1
bf_00017241,ENSDARG00000094587,si:dkey-35m8.1
bf_00017157,ENSDARG00000013839,aldh3b1
bf_00004073,ENSDARG00000045936,pax6b
bf_00025763,ENSDARG00000088357,acadl
bf_00012884,ENSDARG00000006219,gnl3
bf_00014670,ENSDARG00000086463,klhl13
bf_00015201,ENSDARG00000102024,chmp6b
bf_00001171,ENSDARG00000013669,napba
bf_00002920,ENSDARG00000102532,homer3a
bf_00023451,ENSDARG00000110291,CABZ01044731.2
bf_00019408,ENSDARG00000010267,dpydb
bf_00024657,ENSDARG00000012801,pfkpb
bf_00012618,ENSDARG00000102115,ndufc2
bf_00000749,ENSDARG00000013777,ppp1r13l
bf_00015331,ENSDARG00000019842,cnot3b
bf_00023030,ENSDARG00000019426,trioa
bf_00000745,ENSDARG00000020454,psmd8
bf_00012967,ENSDARG00000037122,TENM2
bf_00012834,ENSDARG00000052512,tsga10
bf_00026119,ENSDARG00000068822,purba
bf_00007706,ENSDARG00000040566,phykpl
bf_00003316,ENSDARG00000025071,brd8
bf_00016453,ENSDARG00000020529,hacl1
bf_00017127,ENSDARG00000033489,ube2j1
bf_00019375,ENSDARG00000053476,lipca
bf_00016858,ENSDARG00000056279,ccdc157
bf_00015898,ENSDARG00000010918,nprl3
bf_00016199,ENSDARG00000062799,baiap2a
bf_00004145,ENSDARG00000055412,mylk4b
bf_00016556,ENSDARG00000071336,mif
bf_00008303,ENSDARG00000008867,rap1b
bf_00024596,ENSDARG00000032261,rngtt
bf_00009063,ENSDARG00000023683,cacna1fb
bf_00005005,ENSDARG00000029011,xpnpep1
bf_00020758,ENSDARG00000104834,ANO7
bf_00005101,ENSDARG00000063594,hipk1a
bf_00015727,ENSDARG00000010113,ndufb8
bf_00014629,ENSDARG00000008243,cct8
bf_00025316,ENSDARG00000115805,GGT7
bf_00015484,ENSDARG00000103902,nde1
bf_00013136,ENSDARG00000099532,ubl3a
bf_00003190,ENSDARG00000043864,nptnb
bf_00024630,ENSDARG00000003308,emc2
bf_00024465,ENSDARG00000017423,patl1
bf_00010154,ENSDARG00000104742,hnf4b
bf_00013829,ENSDARG00000102307,taf2
bf_00017787,ENSDARG00000076796,dlg3
bf_00023860,ENSDARG00000011777,cttn
bf_00005225,ENSDARG00000060257,zranb1a
bf_00022846,ENSDARG00000036831,rnf41
bf_00017337,ENSDARG00000053884,med13a
bf_00008652,ENSDARG00000078894,hemk1
bf_00025864,ENSDARG00000099874,agap2
bf_00012597,ENSDARG00000078059,nudcd2
bf_00011953,ENSDARG00000005791,rpl28
bf_00002556,ENSDARG00000060594,hadhab
bf_00004789,ENSDARG00000035282,emc6
bf_00007495,ENSDARG00000057100,zwilch
bf_00008336,ENSDARG00000070618,tatdn2
bf_00008083,ENSDARG00000061741,itpr3
bf_00020920,ENSDARG00000055759,efhd2
bf_00013740,ENSDARG00000014137,picalmb
bf_00012770,ENSDARG00000036755,prmt9
bf_00016061,ENSDARG00000070866,tmem11
bf_00021747,ENSDARG00000022689,itgb1b.2
bf_00013400,ENSDARG00000060282,rnf121
bf_00015368,ENSDARG00000038028,ndufa6
bf_00012825,ENSDARG00000020191,ppef1
bf_00001105,ENSDARG00000101145,lipeb
bf_00015631,ENSDARG00000105382,hist1h4l
bf_00000576,ENSDARG00000013075,mrpl11
bf_00014616,ENSDARG00000060853,nckap1
bf_00011280,ENSDARG00000069681,pcgf6
bf_00017936,ENSDARG00000013708,usp9
bf_00016125,ENSDARG00000101919,foxj1a
bf_00006717,ENSDARG00000039843,znf800b
bf_00003054,ENSDARG00000061472,gba2
bf_00009483,ENSDARG00000112667,tp53rk
bf_00005304,ENSDARG00000076713,ENSDARG00000076713
bf_00017436,ENSDARG00000056244,zgc:171740
bf_00004225,ENSDARG00000035819,sirt3
bf_00000639,ENSDARG00000019995,bmp4
bf_00017791,ENSDARG00000056803,ap1s1
bf_00005122,ENSDARG00000045596,rassf8a
bf_00003494,ENSDARG00000025889,usp14
bf_00003565,ENSDARG00000036764,hax1
bf_00008546,ENSDARG00000094451,cfp
bf_00012967,ENSDARG00000087599,ENSDARG00000087599
bf_00005581,ENSDARG00000107506,CR356227.1
bf_00001507,ENSDARG00000087203,stk39
bf_00005229,ENSDARG00000088048,fgf18a
bf_00009626,ENSDARG00000016613,mcat
bf_00004883,ENSDARG00000052408,mgat2
bf_00000355,ENSDARG00000007219,actn1
bf_00012740,ENSDARG00000037501,aasdhppt
bf_00022955,ENSDARG00000078058,dip2a
bf_00005613,ENSDARG00000056019,ttbk1a
bf_00019551,ENSDARG00000000540,asdurf
bf_00003173,ENSDARG00000031203,commd1
bf_00003403,ENSDARG00000016630,tprb
bf_00000567,ENSDARG00000096597,si:ch1073-228b5.2
bf_00009742,ENSDARG00000029615,zgc:77056
bf_00014533,ENSDARG00000069044,agpat4
bf_00018172,ENSDARG00000102538,mccc1
bf_00012890,ENSDARG00000069640,vegfc
bf_00000621,ENSDARG00000045913,mrps10
bf_00017498,ENSDARG00000059424,rnf215
bf_00001760,ENSDARG00000087752,rfwd3
bf_00009063,ENSDARG00000110642,cacna1db
bf_00018193,ENSDARG00000101180,mcm7
bf_00015385,ENSDARG00000078057,snx8b
bf_00021739,ENSDARG00000015460,racgap1
bf_00002511,ENSDARG00000079946,sqlea
bf_00026015,ENSDARG00000026907,slc48a1a
bf_00015189,ENSDARG00000071230,lrfn5a
bf_00006155,ENSDARG00000041378,sh2d4a
bf_00000715,ENSDARG00000115661,SAMD12
bf_00004940,ENSDARG00000057672,plpp5
bf_00014160,ENSDARG00000054253,sobpa
bf_00017000,ENSDARG00000031836,vps37c
bf_00017239,ENSDARG00000113969,supt4h1
bf_00002776,ENSDARG00000074764,zgc:171426
bf_00020855,ENSDARG00000070654,pex5
bf_00019520,ENSDARG00000004470,prkcsh
bf_00011708,ENSDARG00000079725,dhx9
bf_00004807,ENSDARG00000091768,dclre1a
bf_00023171,ENSDARG00000027589,fzd7b
bf_00022942,ENSDARG00000070932,hcrt
bf_00025233,ENSDARG00000088740,hmgcll1
bf_00000273,ENSDARG00000043643,ehbp1
bf_00023043,ENSDARG00000073935,wnt6b
bf_00014388,ENSDARG00000095744,si:dkey-269i1.4
bf_00025906,ENSDARG00000015174,atp6v0a1b
bf_00023493,ENSDARG00000009299,dusp8a
bf_00026322,ENSDARG00000020301,os9
bf_00019216,ENSDARG00000077836,ttc22
bf_00025923,ENSDARG00000102023,phf13
bf_00005304,ENSDARG00000069909,ENSDARG00000069909
bf_00005114,ENSDARG00000051936,ergic2
bf_00013651,ENSDARG00000056059,rangap1b
bf_00002699,ENSDARG00000006474,saxo2
bf_00008507,ENSDARG00000058650,dpm3
bf_00019690,ENSDARG00000074221,ABCA7
bf_00019405,ENSDARG00000087779,pum3
bf_00021372,ENSDARG00000029995,tnni2b.2
bf_00001187,ENSDARG00000057027,rtn2b
bf_00016619,ENSDARG00000045565,noc4l
bf_00002532,ENSDARG00000070475,khdrbs1b
bf_00019726,ENSDARG00000014474,yipf1
bf_00003306,ENSDARG00000040278,klhl38b
bf_00023235,ENSDARG00000061517,lrp1bb
bf_00015153,ENSDARG00000099375,poldip3
bf_00025906,ENSDARG00000016835,tcirg1a
bf_00026559,ENSDARG00000032318,mfsd6a
bf_00004328,ENSDARG00000054849,bcat2
bf_00004803,ENSDARG00000078259,bnip1a
bf_00013856,ENSDARG00000098118,trappc10
bf_00005304,ENSDARG00000095314,si:dkey-19p15.4
bf_00001815,ENSDARG00000105050,SHKBP1
bf_00006034,ENSDARG00000070109,ncapg
bf_00015791,ENSDARG00000059654,eif3ba
bf_00012847,ENSDARG00000011703,clocka
bf_00025926,ENSDARG00000045399,cct5
bf_00023827,ENSDARG00000037943,cpt1cb
bf_00012026,ENSDARG00000068438,gucd1
bf_00016692,ENSDARG00000000503,stx1b
bf_00008287,ENSDARG00000002084,lamb2
bf_00002716,ENSDARG00000077256,nat8l
bf_00015788,ENSDARG00000033599,pdia8
bf_00020718,ENSDARG00000040557,exosc5
bf_00009437,ENSDARG00000052419,ankrd12
bf_00019422,ENSDARG00000035978,ube3c
bf_00002521,ENSDARG00000017500,rock2a
bf_00007154,ENSDARG00000059347,calml4b
bf_00025663,ENSDARG00000010255,bin2b
bf_00000680,ENSDARG00000100728,mkrn2os.2
bf_00007740,ENSDARG00000077044,arl6ip5a
bf_00016032,ENSDARG00000038768,mrpl12
bf_00025411,ENSDARG00000005926,ak2
bf_00008710,ENSDARG00000063661,nuak2
bf_00002452,ENSDARG00000007720,sub1b
bf_00013790,ENSDARG00000101034,ENSDARG00000101034
bf_00006560,ENSDARG00000075564,fam13a
bf_00009266,ENSDARG00000026988,tbc1d22b
bf_00020518,ENSDARG00000062235,lrrc34
bf_00010173,ENSDARG00000102442,folr
bf_00003075,ENSDARG00000062900,si:ch211-81a5.1
bf_00005315,ENSDARG00000077536,snrnp200
bf_00022149,ENSDARG00000063731,rbm45
bf_00000853,ENSDARG00000059131,spdya
bf_00010432,ENSDARG00000040861,tcf25
bf_00012720,ENSDARG00000014488,ca2
bf_00012038,ENSDARG00000102423,KYAT3
bf_00019655,ENSDARG00000026762,fam126a
bf_00023781,ENSDARG00000096382,neu3.1
bf_00006512,ENSDARG00000041617,nme5
bf_00008884,ENSDARG00000056122,gdi1
bf_00005613,ENSDARG00000005670,ttbk2a
bf_00010330,ENSDARG00000054264,cog4
bf_00008790,ENSDARG00000036784,commd7
bf_00016924,ENSDARG00000060062,lrrc74a
bf_00009679,ENSDARG00000063049,thtpa
bf_00006348,ENSDARG00000075923,txnrd2.2
bf_00012945,ENSDARG00000075618,slc36a1
bf_00014657,ENSDARG00000030236,tmem30aa
bf_00003264,ENSDARG00000039264,igfbp5a
bf_00005086,ENSDARG00000101680,arl1
bf_00012825,ENSDARG00000104980,PPEF2
bf_00002059,ENSDARG00000039181,trpm3
bf_00009330,ENSDARG00000051853,galns
bf_00023554,ENSDARG00000039302,terfa
bf_00001838,ENSDARG00000015228,ero1a
bf_00000123,ENSDARG00000077045,scg5
bf_00011456,ENSDARG00000068122,CFAP77
bf_00021599,ENSDARG00000079291,rapgef3
bf_00019201,ENSDARG00000019103,kdm4ab
bf_00003058,ENSDARG00000077229,ano8b
bf_00008002,ENSDARG00000037153,atp6ap1b
bf_00002077,ENSDARG00000102640,pdia3
bf_00000882,ENSDARG00000024465,mrps18a
bf_00010059,ENSDARG00000089538,rnf166
bf_00004889,ENSDARG00000021982,sh3bp2
bf_00006736,ENSDARG00000099304,si:ch211-51f19.1
bf_00025257,ENSDARG00000101306,mrpl15
bf_00017760,ENSDARG00000012840,alg9
bf_00012295,ENSDARG00000098544,ncdn
bf_00002014,ENSDARG00000017772,mdh1aa
bf_00005868,ENSDARG00000052712,suclg1
bf_00014318,ENSDARG00000008292,eif2s3
bf_00005102,ENSDARG00000041243,setdb1a
bf_00006323,ENSDARG00000038672,tcf7
bf_00008502,ENSDARG00000007461,srgap1a
bf_00001224,ENSDARG00000071059,gtpbp2b
bf_00014852,ENSDARG00000057025,chrna2b
bf_00005259,ENSDARG00000103225,UBLCP1
bf_00015486,ENSDARG00000051858,ccdc33
bf_00019433,ENSDARG00000028663,tek
bf_00021828,ENSDARG00000115489,klhl10b.1
bf_00017352,ENSDARG00000061636,kcnj9
bf_00025845,ENSDARG00000069242,pdia5
bf_00013676,ENSDARG00000100105,impg2b
bf_00002801,ENSDARG00000018882,jak2b
bf_00023971,ENSDARG00000059483,tead1b
bf_00012528,ENSDARG00000023176,tdo2b
bf_00011202,ENSDARG00000017841,cand1
bf_00020802,ENSDARG00000016864,farsb
bf_00003459,ENSDARG00000013705,ccm2
bf_00001792,ENSDARG00000017023,ak7b
bf_00008244,ENSDARG00000044914,suclg2
bf_00011913,ENSDARG00000091754,CT573476.1
bf_00012162,ENSDARG00000101508,nr6a1a
bf_00018836,ENSDARG00000068870,fance
bf_00023510,ENSDARG00000003526,psma5
bf_00005119,ENSDARG00000036298,rps13
bf_00003204,ENSDARG00000076559,rb1cc1
bf_00007716,ENSDARG00000088753,cfap299
bf_00023720,ENSDARG00000031890,tcp11l1
bf_00017115,ENSDARG00000090830,tmem132e
bf_00025938,ENSDARG00000036548,s1pr2
bf_00014661,ENSDARG00000002656,stxbp5a
bf_00001987,ENSDARG00000062510,bcl11ba
bf_00023184,ENSDARG00000020820,srp68
bf_00018527,ENSDARG00000006816,gtf2f2b
bf_00022093,ENSDARG00000094896,rbm33b
bf_00003350,ENSDARG00000030106,stmn4
bf_00001305,ENSDARG00000102513,FO704822.1
bf_00004351,ENSDARG00000086927,pik3c2b
bf_00023049,ENSDARG00000039077,tyr
bf_00016036,ENSDARG00000019706,zar1
bf_00004710,ENSDARG00000101800,CABZ01088271.1
bf_00022947,ENSDARG00000030408,rps26l
bf_00018653,ENSDARG00000052978,mbnl1
bf_00016585,ENSDARG00000040559,rad1
bf_00000225,ENSDARG00000061338,ddx6
bf_00015536,ENSDARG00000020960,hgs
bf_00009952,ENSDARG00000059582,sowahcb
bf_00012038,ENSDARG00000023645,kyat1
bf_00014534,ENSDARG00000035913,yars1
bf_00010416,ENSDARG00000073756,slc12a7a
bf_00020688,ENSDARG00000078924,tmco4
bf_00013156,ENSDARG00000057248,sclt1
bf_00004073,ENSDARG00000103379,pax6a
bf_00010566,ENSDARG00000012113,c19h1orf109
bf_00013935,ENSDARG00000069857,coq3
bf_00014702,ENSDARG00000005416,map3k5
bf_00014600,ENSDARG00000058551,popdc3
bf_00007639,ENSDARG00000003027,scnm1
bf_00003174,ENSDARG00000035570,C5H9orf85
bf_00011544,ENSDARG00000025302,dixdc1a
bf_00016450,ENSDARG00000088440,ssh2a
bf_00026570,ENSDARG00000027724,dgkb
bf_00011823,ENSDARG00000010381,rnf2
bf_00011806,ENSDARG00000000729,daxx
bf_00010476,ENSDARG00000086990,carmil3
bf_00022533,ENSDARG00000037068,ikzf4
bf_00021883,ENSDARG00000020953,dnajb6b
bf_00018259,ENSDARG00000009953,med14
bf_00004126,ENSDARG00000032627,SCYL2
bf_00006070,ENSDARG00000029768,waplb
bf_00002944,ENSDARG00000022177,ddx59
bf_00002316,ENSDARG00000013250,tars1
bf_00002885,ENSDARG00000104450,CR855996.2
bf_00022038,ENSDARG00000040257,slc38a11
bf_00016598,ENSDARG00000075067,aipl1
bf_00012459,ENSDARG00000015780,ankrd46b
bf_00022892,ENSDARG00000052654,thrab
bf_00019930,ENSDARG00000019033,tmem59
bf_00020922,ENSDARG00000094473,si:dkey-163f12.6
bf_00021983,ENSDARG00000055784,ptpn3
bf_00022757,ENSDARG00000114210,CABZ01035356.1
bf_00004063,ENSDARG00000076002,osbpl5
bf_00025870,ENSDARG00000053457,rpl23
bf_00000222,ENSDARG00000014717,dync1h1
bf_00009990,ENSDARG00000035924,dync1li2
bf_00011833,ENSDARG00000104647,surf4
bf_00008859,ENSDARG00000016753,ipo9
bf_00020592,ENSDARG00000011055,fbxo9
bf_00013141,ENSDARG00000039726,zgc:123321
bf_00004687,ENSDARG00000027428,rpp30
bf_00026207,ENSDARG00000070479,tspan13b
bf_00017126,ENSDARG00000011521,upb1
bf_00025265,ENSDARG00000002060,brf2
bf_00019724,ENSDARG00000078092,limd2
bf_00000799,ENSDARG00000054907,cox7a2l
bf_00018800,ENSDARG00000039730,zgc:112160
bf_00006546,ENSDARG00000057064,enpep
bf_00004951,ENSDARG00000041362,chmp7
bf_00000080,ENSDARG00000027538,noxred1
bf_00023502,ENSDARG00000113739,CABZ01055489.1
bf_00005325,ENSDARG00000074501,tnip2
bf_00005871,ENSDARG00000071005,ppp1r3ca
bf_00014895,ENSDARG00000044380,rbmx2
bf_00018657,ENSDARG00000027595,selenot1b
bf_00008739,ENSDARG00000077569,lrrn3a
bf_00021372,ENSDARG00000029069,tnni2a.4
bf_00005238,ENSDARG00000075565,lzts1
bf_00000127,ENSDARG00000102003,CU695215.3
bf_00003948,ENSDARG00000071774,eef1e1
bf_00024501,ENSDARG00000104905,CABZ01075521.1
bf_00013271,ENSDARG00000106258,SGCZ
bf_00001656,ENSDARG00000097650,atg2b
bf_00015631,ENSDARG00000115054,hist1h4l
bf_00007684,ENSDARG00000044767,tspan10
bf_00004795,ENSDARG00000059841,exosc1
bf_00013104,ENSDARG00000018953,gclm
bf_00002184,ENSDARG00000029043,nup42
bf_00002437,ENSDARG00000019932,slc5a11
bf_00017796,ENSDARG00000022895,mcf2a
bf_00025512,ENSDARG00000099499,ndufa4l
bf_00002040,ENSDARG00000086457,tnfaip8l1
bf_00002782,ENSDARG00000079672,efl1
bf_00013975,ENSDARG00000003675,cryl1
bf_00007295,ENSDARG00000041483,paqr6
bf_00009637,ENSDARG00000004131,rttn
bf_00015434,ENSDARG00000012505,u2af2a
bf_00004444,ENSDARG00000025299,tspan9a
bf_00002578,ENSDARG00000110836,tmem14ca
bf_00011397,ENSDARG00000089781,ciz1a
bf_00025900,ENSDARG00000101641,trpm2
bf_00016824,ENSDARG00000089177,cyp46a1.3
bf_00026418,ENSDARG00000062251,fbxl7
bf_00022988,ENSDARG00000070822,cnp
bf_00012536,ENSDARG00000070507,trpc4a
bf_00005989,ENSDARG00000105261,nfkb1
bf_00005870,ENSDARG00000062897,tnksb
bf_00022902,ENSDARG00000041715,bco2b
bf_00018629,ENSDARG00000077553,rap2aa
bf_00026413,ENSDARG00000057683,mcm6
bf_00013442,ENSDARG00000056964,ilk
bf_00008882,ENSDARG00000025073,rpl18a
bf_00014779,ENSDARG00000025091,ezrb
bf_00006528,ENSDARG00000097662,tesmin
bf_00004649,ENSDARG00000013881,pi4k2b
bf_00006915,ENSDARG00000005448,mtfmt
bf_00019389,ENSDARG00000060929,rnf220a
bf_00018063,ENSDARG00000099871,myo7aa
bf_00012269,ENSDARG00000086060,hmcn2
bf_00005032,ENSDARG00000070448,grk4
bf_00000703,ENSDARG00000020228,usf2
bf_00009952,ENSDARG00000098790,sowahca
bf_00010595,ENSDARG00000007597,bloc1s4
bf_00010447,ENSDARG00000071594,TIMM21
bf_00004841,ENSDARG00000012820,nop56
bf_00007284,ENSDARG00000031372,efna2a
bf_00008578,ENSDARG00000105178,erc2
bf_00008892,ENSDARG00000033296,gpr37b
bf_00002060,ENSDARG00000007856,rtn4rl1a
bf_00026095,ENSDARG00000033738,zgc:153867
bf_00010361,ENSDARG00000075891,sall1b
bf_00014441,ENSDARG00000075853,sh3kbp1
bf_00004084,ENSDARG00000070723,ndufa9a
bf_00020517,ENSDARG00000056026,tprg1
bf_00009898,ENSDARG00000079310,st3gal1l
bf_00003643,ENSDARG00000086764,mdc1
bf_00007122,ENSDARG00000004866,mindy1
bf_00026570,ENSDARG00000060626,dgkaa
bf_00006753,ENSDARG00000058041,ndufa8
bf_00018575,ENSDARG00000075713,shox2
bf_00011884,ENSDARG00000104733,coq4
bf_00018605,ENSDARG00000092350,si:dkey-222h21.12
bf_00013663,ENSDARG00000043019,exoc1
bf_00005871,ENSDARG00000044691,ppp1r3b
bf_00013972,ENSDARG00000045167,dlgap5
bf_00008763,ENSDARG00000045944,slc6a1a
bf_00007712,ENSDARG00000102900,tacr1b
bf_00005414,ENSDARG00000031345,RTKN
bf_00024084,ENSDARG00000023694,spon1b
bf_00014428,ENSDARG00000023117,gopc
bf_00006993,ENSDARG00000102855,neo1a
bf_00019791,ENSDARG00000069056,ranbp3b
bf_00019778,ENSDARG00000056483,ssbp4
bf_00005870,ENSDARG00000077650,tnksa
bf_00005901,ENSDARG00000009131,slc10a4
bf_00008650,ENSDARG00000090634,smim29
bf_00021366,ENSDARG00000090454,gnb1a
bf_00006145,ENSDARG00000074759,ccar1
bf_00003112,ENSDARG00000076076,crtc1b
bf_00004963,ENSDARG00000053805,trub1
bf_00006040,ENSDARG00000071395,camk2g1
bf_00004788,ENSDARG00000069260,rec8b
bf_00004844,ENSDARG00000037423,smim19
bf_00006164,ENSDARG00000077364,mapk9
bf_00021815,ENSDARG00000055885,tex10
bf_00005373,ENSDARG00000114841,CNNM4
bf_00011894,ENSDARG00000006240,slc27a1a
bf_00024065,ENSDARG00000099362,CABZ01088346.1
bf_00005071,ENSDARG00000063097,scube1
bf_00001778,ENSDARG00000079771,pea15
bf_00025037,ENSDARG00000104541,msh6
bf_00001788,ENSDARG00000015540,psen2
bf_00006475,ENSDARG00000070454,pla2g12a
bf_00008841,ENSDARG00000003206,chchd6a
bf_00026082,ENSDARG00000040027,osbpl10b
bf_00006920,ENSDARG00000014591,ilf2
bf_00000329,ENSDARG00000019398,psma6a
bf_00000012,ENSDARG00000098432,paf1
bf_00013537,ENSDARG00000079015,brca2
bf_00013921,ENSDARG00000015551,fth1a
bf_00020765,ENSDARG00000037020,kif1b
bf_00016448,ENSDARG00000040396,bcl7bb
bf_00009830,ENSDARG00000068291,tmem208
bf_00014741,ENSDARG00000036878,sh3bgrl2
bf_00013864,ENSDARG00000014673,fzd9b
bf_00002628,ENSDARG00000005834,gatad2b
bf_00006543,ENSDARG00000027016,gbf1
bf_00017800,ENSDARG00000035175,schip1
bf_00004779,ENSDARG00000058567,avp
bf_00016322,ENSDARG00000025507,wdr24
bf_00006498,ENSDARG00000056832,exo1
bf_00004642,ENSDARG00000098507,lyar
bf_00015960,ENSDARG00000034309,cox10
bf_00026337,ENSDARG00000038787,tmub1
bf_00022607,ENSDARG00000052142,acvr1bb
bf_00014571,ENSDARG00000090788,cstf2
bf_00018253,ENSDARG00000075327,dock10
bf_00004509,ENSDARG00000063690,nrm
bf_00019912,ENSDARG00000098831,gcdhb
bf_00015757,ENSDARG00000028899,tekt4
bf_00021845,ENSDARG00000056138,sf3b1
bf_00008739,ENSDARG00000060115,lrrn1
bf_00015540,ENSDARG00000079348,GRIN2B
bf_00013075,ENSDARG00000031817,trim2a
bf_00015905,ENSDARG00000062515,tecpr1a
bf_00023110,ENSDARG00000036558,col18a1a
bf_00017117,ENSDARG00000041306,mrps25
bf_00013554,ENSDARG00000068989,gabra1
bf_00007144,ENSDARG00000058800,rab25a
bf_00016393,ENSDARG00000073872,tpst1
bf_00012925,ENSDARG00000020079,neil3
bf_00000875,ENSDARG00000008480,trmt61a
bf_00001687,ENSDARG00000079827,srbd1
bf_00022894,ENSDARG00000101928,gorasp1b
bf_00025976,ENSDARG00000058893,nhej1
bf_00015438,ENSDARG00000013371,isoc2
bf_00009866,ENSDARG00000062521,atp9b
bf_00025906,ENSDARG00000020847,atp6v0a1a
bf_00023978,ENSDARG00000075608,mical2a
bf_00011723,ENSDARG00000075962,vav3b
bf_00005214,ENSDARG00000076765,ddhd2
bf_00000351,ENSDARG00000055672,map3k10
bf_00017247,ENSDARG00000042534,rsrc2
bf_00024997,ENSDARG00000034768,phf3
bf_00001657,ENSDARG00000089742,fam161a
bf_00005586,ENSDARG00000074858,stard7
bf_00001781,ENSDARG00000075169,bbs1
bf_00020574,ENSDARG00000102696,dnajc11b
bf_00014133,ENSDARG00000001788,atp5po
bf_00011957,ENSDARG00000014670,colgalt2
bf_00004501,ENSDARG00000003200,foxm1
bf_00025934,ENSDARG00000108060,LO017771.1
bf_00014720,ENSDARG00000074480,cnksr2a
bf_00019334,ENSDARG00000018107,rab3da
bf_00012967,ENSDARG00000090676,si:ch211-166i24.1
bf_00006336,ENSDARG00000100322,fut10
bf_00008502,ENSDARG00000060309,srgap3
bf_00023053,ENSDARG00000031777,pparaa
bf_00001053,ENSDARG00000095879,wdr46
bf_00012264,ENSDARG00000068365,lmx1bb
bf_00002203,ENSDARG00000028894,mrgbp
bf_00003609,ENSDARG00000102372,cert1b
bf_00005720,ENSDARG00000015989,zdhhc16b
bf_00025399,ENSDARG00000105286,ddx54
bf_00000940,ENSDARG00000001939,b3gat3
bf_00021599,ENSDARG00000075924,RAPGEF4
bf_00015568,ENSDARG00000076015,PLBD1
bf_00005614,ENSDARG00000018944,hoga1
bf_00006755,ENSDARG00000075930,adamts2
bf_00003243,ENSDARG00000023498,gmppab
bf_00013814,ENSDARG00000053127,helb
bf_00000328,ENSDARG00000007886,slc35b2
bf_00004243,ENSDARG00000044692,eri1
bf_00011310,ENSDARG00000099757,wdr47b
bf_00018605,ENSDARG00000098576,CU914631.1
bf_00014285,ENSDARG00000075013,usp45
bf_00013250,ENSDARG00000063539,slc25a15a
bf_00005309,ENSDARG00000039093,got1
bf_00018126,ENSDARG00000074071,mrnip
bf_00018506,ENSDARG00000062949,nt5dc3
bf_00010016,ENSDARG00000054914,dgat1b
bf_00023949,ENSDARG00000063568,syt7a
bf_00002363,ENSDARG00000053527,snx24
bf_00013444,ENSDARG00000030775,sybl1
bf_00009303,ENSDARG00000044143,nol8
bf_00024930,ENSDARG00000076259,tbr1a
bf_00001985,ENSDARG00000054879,six3b
bf_00000919,ENSDARG00000037291,dpf2l
bf_00002517,ENSDARG00000060177,vcpip1
bf_00008727,ENSDARG00000062568,mrpl2
bf_00008283,ENSDARG00000006169,lrrk2
bf_00010070,ENSDARG00000063250,spata2
bf_00008473,ENSDARG00000075321,CABZ01071972.1
bf_00002094,ENSDARG00000098247,det1
bf_00025938,ENSDARG00000101814,lpar3
bf_00020909,ENSDARG00000003250,pik3cd
bf_00019821,ENSDARG00000104339,SMARCA4
bf_00004499,ENSDARG00000055639,ruvbl2
bf_00007796,ENSDARG00000078585,mon1a
bf_00002604,ENSDARG00000003449,pde10a
bf_00020562,ENSDARG00000115545,clec19a
bf_00005378,ENSDARG00000077465,sorcs2
bf_00006052,ENSDARG00000040198,fstl5
bf_00013193,ENSDARG00000100083,sugt1
bf_00011233,ENSDARG00000062978,ccdc151
bf_00000629,ENSDARG00000055506,si:ch211-37e10.1
bf_00002871,ENSDARG00000023104,scaper
bf_00005240,ENSDARG00000076974,pdzd7a
bf_00024464,ENSDARG00000079730,fuz
bf_00008914,ENSDARG00000078191,zbtb46
bf_00012007,ENSDARG00000091027,aqp1a.2
bf_00026417,ENSDARG00000078762,tmem169b
bf_00010246,ENSDARG00000063701,rreb1a
bf_00008175,ENSDARG00000058990,slc35a2
bf_00013151,ENSDARG00000045618,clta
bf_00004194,ENSDARG00000041078,chka
bf_00014872,ENSDARG00000018653,acot7
bf_00015332,ENSDARG00000088984,cep131
bf_00013750,ENSDARG00000003058,fgfr1op
