QueryID,Symbol,Protein,Family,E.value,BitScore,annos
bf_00016589,npas1,ENSDARP00000146804,bHLH,5.58837e-93,310.0,RBM19
bf_00016593,baz2ba,ENSDARP00000126215,MBD,2.4960500000000003e-77,275.0,"HIP1,HIP1R"
bf_00016595,wdhd1,ENSDARP00000113096,HMG,1.29144e-111,351.0,TBL2
bf_00016608,znf977,ENSDARP00000125443,zf-C2H2,1.13872e-166,470.0,ZNF585A
bf_00016613,kmt2cb,ENSDARP00000122949,HMG,2.43116e-64,233.0,"CORO1A,CORO6,CORO1B,CORO1C"
bf_00016620,BX005041.1,ENSDARP00000147614,zf-C2H2,4.05689e-41,145.0,GATA2
bf_00016621,srebf1,ENSDARP00000087097,bHLH,3.21432e-33,132.0,Ep400
bf_00016622,smarca5,ENSDARP00000107618,MYB,0.0,691.0,"EP400,SRCAP"
bf_00016637,cux1a,ENSDARP00000075613,CUT,4.45267e-72,263.0,GOLGA3
bf_00016640,rreb1b,ENSDARP00000129088,zf-C2H2,7.3902600000000005e-53,186.0,TIC214
bf_00016646,si:dkey-10f23,ENSDARP00000142738,zf-NF-X1,1.76161e-98,342.0,Znfx1
bf_00016658,sall2,ENSDARP00000148781,zf-C2H2,2.76341e-126,407.0,PF11_0240
bf_00016661,znf1064,ENSDARP00000108385,zf-C2H2,9.83617e-70,227.0,DDB_G0284213
bf_00016665,cux1a,ENSDARP00000075613,CUT,1.0394499999999999e-101,345.0,"RNF40,RNF20"
bf_00016671,setdb1a,ENSDARP00000060441,MBD,2.06557e-59,204.0,"PHETA2,PHETA1"
bf_00016672,nfkb2,ENSDARP00000121285,RHD,1.60774e-111,367.0,ANKFY1
bf_00016673,si:dkeyp-84f3,ENSDARP00000127807,zf-C2H2,1.73764e-64,228.0,PF14_0175
bf_00016677,znf979,ENSDARP00000104504,zf-C2H2,0.0,593.0,ZNF436
bf_00016678,znf992,ENSDARP00000138537,zf-C2H2,0.0,844.0,ZNF569
bf_00016680,mbd1b,ENSDARP00000109727,MBD,3.38124e-85,284.0,PPE21
bf_00016684,kmt2cb,ENSDARP00000122949,HMG,1.06721e-52,187.0,KMT5A
bf_00016685,cux1a,ENSDARP00000075613,CUT,6.41769e-65,226.0,RILPL1
bf_00016689,dnajc2,ENSDARP00000094239,MYB,9.19344e-49,170.0,DNAJC30
bf_00016706,prox1b,ENSDARP00000106319,HPD,1.3192999999999998e-50,169.0,p2ry4
bf_00016726,l3mbtl2,ENSDARP00000072956,THAP,3.19338e-136,446.0,Slc13a2
bf_00016728,setdb1a,ENSDARP00000060441,MBD,1.05847e-46,176.0,SRRM2
bf_00016741,aff3,ENSDARP00000113026,AF-4,1.5251999999999998e-93,306.0,CASP2
bf_00016743,setdb1a,ENSDARP00000060441,MBD,2.96157e-75,257.0,DGCR2
bf_00016775,si:ch73-382f3,ENSDARP00000112937,THAP,4.04861e-64,211.0,tirA
bf_00016781,arid4a,ENSDARP00000064411,ARID,5.38181e-97,338.0,HFM1
bf_00016786,baz2ba,ENSDARP00000126215,MBD,1.0521799999999999e-66,244.0,MAP1A
bf_00016787,CU655961.4,ENSDARP00000119980,zf-C2H2,4.07049e-46,167.0,"TRAFD1,XAF1"
bf_00016790,cica,ENSDARP00000113238,HMG,9.73183e-52,196.0,MORC2
bf_00016792,mnta,ENSDARP00000129921,bHLH,6.999860000000001e-67,229.0,MNT
bf_00016797,si:rp71-1d10,ENSDARP00000136591,HTH,0.0,583.0,TIGD6
bf_00016802,arid1ab,ENSDARP00000153725,ARID,4.8691400000000005e-70,237.0,mel-28
bf_00016803,ssrp1b,ENSDARP00000118787,HMG,4.09583e-27,115.0,MYBBP1A
bf_00016805,arid4a,ENSDARP00000064411,ARID,5.42235e-105,349.0,DDX51
bf_00016810,si:ch211-212k18,ENSDARP00000130030,zf-C2H2,2.7433600000000003e-126,409.0,HPS4
bf_00016825,baz2ba,ENSDARP00000126215,MBD,0.0,649.0,BAZ1B
bf_00016826,baz2ba,ENSDARP00000101556,MBD,7.96225e-46,177.0,RPA1
bf_00016827,cux1a,ENSDARP00000075613,CUT,1.61011e-94,326.0,RABEP1
bf_00016831,tomm20a,ENSDARP00000107839,ARID,7.27154e-47,169.0,TRAF4
bf_00016832,zzz3,ENSDARP00000101210,MYB,4.21833e-90,290.0,Traf6
bf_00016838,arid4a,ENSDARP00000064411,ARID,3.6643799999999994e-49,184.0,fhaB
bf_00016841,foxn4,ENSDARP00000020367,Fork_head,2.46497e-118,356.0,FOXN4
bf_00016843,kmt2cb,ENSDARP00000122949,HMG,1.37684e-50,189.0,MMP1
bf_00016846,zgc:66448,ENSDARP00000036300,zf-C2H2,6.91455e-79,284.0,"SMTNL2,SMTNL1"
bf_00016847,zbtb8a,ENSDARP00000112298,ZBTB,3.8961399999999998e-59,202.0,KLHL13
bf_00016848,clocka,ENSDARP00000014377,bHLH,5.78063e-60,208.0,Trmt1l
bf_00016857,tefb,ENSDARP00000131779,TF_bZIP,1.11787e-80,258.0,SF3A1
bf_00016858,BX247888.6,ENSDARP00000155336,LRRFIP,2.1907500000000002e-61,211.0,CCDC157
bf_00016875,cux1a,ENSDARP00000075613,CUT,7.52531e-58,207.0,MYH7
bf_00016880,rest,ENSDARP00000136293,zf-C2H2,2.48618e-83,280.0,TBC1D10A
bf_00016881,gb:cr929477,ENSDARP00000099850,MH1,1.68483e-48,173.0,EIF4ENIF1
bf_00016904,baz2ba,ENSDARP00000126215,MBD,4.2522e-39,144.0,LAMA2
bf_00016922,nr3c2,ENSDARP00000130941,ESR-like,1.16943e-89,301.0,NCF1
bf_00016931,zbtb43,ENSDARP00000067599,ZBTB,1.3361200000000001e-55,192.0,klhl21
bf_00016932,bcl6b,ENSDARP00000091581,ZBTB,6.68548e-70,241.0,ARMC5
bf_00016936,zbtb43,ENSDARP00000067599,ZBTB,2.2069200000000002e-55,192.0,klhl21
bf_00016938,baz2ba,ENSDARP00000101556,MBD,4.2319900000000005e-53,200.0,PF10_0343
bf_00016945,setdb1b,ENSDARP00000136505,MBD,3.74271e-46,175.0,"EZH1,EZH2"
bf_00016950,arntl1b,ENSDARP00000095296,bHLH,4.3309999999999996e-105,345.0,SRI
bf_00016954,BX294188.1,ENSDARP00000146213,ETS,8.96634e-29,104.0,Etv6
bf_00016973,nfxl1,ENSDARP00000124661,zf-NF-X1,3.87405e-61,219.0,FAXDC2
bf_00016982,BX890597.3,ENSDARP00000146897,RHD,2.18336e-62,223.0,ANKRD55
bf_00016997,rest,ENSDARP00000136293,zf-C2H2,4.01258e-81,271.0,"INPP5K,INPP5J"
bf_00017001,gli3,ENSDARP00000058991,zf-C2H2,7.44567e-46,166.0,PIPOX
bf_00017008,zgc:66448,ENSDARP00000036300,zf-C2H2,1.2070099999999999e-37,140.0,FAM216A
bf_00017011,arid4a,ENSDARP00000064411,ARID,1.23753e-40,159.0,fhaB
bf_00017014,zgc:66448,ENSDARP00000036300,zf-C2H2,3.3762700000000003e-77,258.0,RBM12B
bf_00017018,wdhd1,ENSDARP00000113096,HMG,1.87291e-94,306.0,NLE1
bf_00017022,foxn3,ENSDARP00000120674,Fork_head,2.41007e-54,176.0,XBP1
bf_00017034,wdhd1,ENSDARP00000113096,HMG,1.83549e-111,349.0,PAFAH1B1
bf_00017037,baz2ba,ENSDARP00000126215,MBD,7.22068e-42,162.0,PF13_0198
bf_00017044,tbx1,ENSDARP00000118808,T-box,0.0,603.0,Tbx1_10
bf_00017066,foxn4,ENSDARP00000020367,Fork_head,5.0941e-83,270.0,ldlrap1-a
bf_00017068,kmt2cb,ENSDARP00000122949,HMG,1.09314e-109,363.0,Ldlrap1
bf_00017069,zgc:158366,ENSDARP00000155751,zf-C2H2,6.75422e-61,210.0,HIRIP3
bf_00017095,baz2ba,ENSDARP00000126215,MBD,5.97872e-77,258.0,IQCD
bf_00017096,baz2ba,ENSDARP00000126215,MBD,2.15976e-62,211.0,"CCDC42,CFAP73"
bf_00017109,baz2ba,ENSDARP00000126215,MBD,6.328240000000001e-44,166.0,"DEF6,SWAP70"
bf_00017110,wdhd1,ENSDARP00000113096,HMG,4.02271e-104,346.0,NSMAF
bf_00017114,zgc:113019,ENSDARP00000132897,THAP,9.990359999999999e-51,169.0,darA
bf_00017129,baz2ba,ENSDARP00000101556,MBD,1.8352e-51,182.0,Npffr1
bf_00017142,arid4a,ENSDARP00000064411,ARID,7.82698e-79,281.0,MPHOSPH9
bf_00017144,hoxd12a,ENSDARP00000076775,Homeobox,3.14292e-25,102.0,CDK2AP1
bf_00017145,bcl6b,ENSDARP00000091581,ZBTB,3.16302e-46,172.0,KSR2
bf_00017152,smarcc1a,ENSDARP00000103197,MYB,1.43308e-73,249.0,ispD
bf_00017166,camta1a,ENSDARP00000126402,CG-1,5.21564e-49,180.0,IQCB1
bf_00017167,vezf1b,ENSDARP00000081027,zf-C2H2,5.13001e-48,168.0,kctd6
bf_00017187,cicb,ENSDARP00000115789,HMG,2.71294e-73,261.0,ZP domain-containing protein
bf_00017199,si:dkey-237m9,ENSDARP00000138927,zf-C2H2,5.271470000000001e-53,184.0,DOC2B
bf_00017203,zgc:66448,ENSDARP00000036300,zf-C2H2,3.65767e-27,114.0,PES1
bf_00017205,kmt2cb,ENSDARP00000122949,HMG,3.31808e-90,317.0,MAPK7
bf_00017206,myf6,ENSDARP00000040265,bHLH,3.92657e-35,121.0,esc1
bf_00017225,lrrfip2,ENSDARP00000090511,LRRFIP,2.82911e-81,272.0,AHNAK
bf_00017245,hoxc12a,ENSDARP00000093921,Homeobox,3.6502500000000003e-32,121.0,CCDC62
bf_00017247,aff3,ENSDARP00000113026,AF-4,1.89812e-109,354.0,RSRC2
bf_00017248,zbtb43,ENSDARP00000067599,ZBTB,3.07341e-56,192.0,KLHL6
bf_00017264,arid1b,ENSDARP00000119606,ARID,4.22811e-47,169.0,COL26A1
bf_00017266,nfe2l1b,ENSDARP00000150486,TF_bZIP,7.8904e-37,145.0,PF13_0198
bf_00017272,BX897688.2,ENSDARP00000147745,ZBTB,2.95695e-60,204.0,klhl21
bf_00017282,arid4a,ENSDARP00000064411,ARID,1.04034e-54,202.0,KIF12
bf_00017283,cux2b,ENSDARP00000118737,CUT,1.38718e-53,187.0,mtus1a
bf_00017284,nfkb2,ENSDARP00000121285,RHD,1.7374699999999998e-80,281.0,SLF1
bf_00017287,gata3,ENSDARP00000017572,zf-GATA,4.59121e-38,144.0,Mmp16
bf_00017289,cux1a,ENSDARP00000075613,CUT,0.0,566.0,CUTL1
bf_00017296,npas1,ENSDARP00000146804,bHLH,1.2065e-73,238.0,ARL6IP4
bf_00017298,aff3,ENSDARP00000113026,AF-4,3.13817e-72,262.0,USP32
bf_00017301,arid4a,ENSDARP00000064411,ARID,7.79852e-41,147.0,H1FOO
bf_00017310,baz2ba,ENSDARP00000101556,MBD,1.5760400000000002e-55,209.0,Cenpj
bf_00017311,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,1.5859e-72,245.0,trim71
bf_00017351,SPDEF,ENSDARP00000050482,ETS,1.4988900000000002e-94,287.0,SPDEF
bf_00017356,pbrm1,ENSDARP00000136629,HMG,1.24301e-80,282.0,SFSWAP
bf_00017362,arid1ab,ENSDARP00000153725,ARID,4.48497e-62,232.0,SUPT6H
bf_00017367,baz2ba,ENSDARP00000126215,MBD,1.108e-62,231.0,Eps15l1
bf_00017379,arid1ab,ENSDARP00000153725,ARID,1.53711e-95,328.0,ATXN2
bf_00017380,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,4.25059e-58,190.0,RNF185
bf_00017381,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,2.8261500000000003e-61,209.0,TRIM56
bf_00017382,rreb1b,ENSDARP00000129088,zf-C2H2,1.05275e-46,175.0,BRAP
bf_00017385,baz2ba,ENSDARP00000143831,MBD,7.33502e-54,201.0,KIF4A
bf_00017387,lmx1ba,ENSDARP00000141680,Homeobox,3.71366e-62,193.0,LMO2
bf_00017400,arid4a,ENSDARP00000064411,ARID,3.95378e-74,268.0,Pkd1l3
bf_00017401,ssrp1b,ENSDARP00000118787,HMG,0.0,1061.0,SSRP1
bf_00017403,zbtb20,ENSDARP00000026694,ZBTB,1.66187e-68,233.0,klhl21
bf_00017406,sall3b,ENSDARP00000090954,zf-C2H2,7.430629999999999e-64,231.0,MET3
bf_00017407,si:ch73-376l24,ENSDARP00000132896,MYB,4.97606e-27,115.0,NOV
bf_00017412,kmt2cb,ENSDARP00000122949,HMG,3.27104e-84,307.0,TTC28
bf_00017418,rreb1a,ENSDARP00000147091,zf-C2H2,5.8116e-90,316.0,"FBXL19,KDM2B,KDM2A"
bf_00017420,lrrfip1a,ENSDARP00000135757,LRRFIP,5.79299e-97,322.0,MYO18A
bf_00017421,setdb1a,ENSDARP00000060441,MBD,6.71699e-90,318.0,MAM and LDL-receptor class A domain-containing protein 1
bf_00017423,znf831,ENSDARP00000127636,zf-C2H2,3.14641e-120,418.0,TNC
bf_00017444,znf1026,ENSDARP00000144923,zf-C2H2,0.0,919.0,ZNF235
bf_00017445,zfat,ENSDARP00000098492,zf-C2H2,4.87641e-79,278.0,CALCOCO1
bf_00017450,cux1a,ENSDARP00000075613,CUT,4.91e-92,319.0,SPECC1L
bf_00017453,nfkb2,ENSDARP00000121285,RHD,5.46422e-74,258.0,TrpA1
bf_00017459,wdhd1,ENSDARP00000113096,HMG,1.27498e-80,268.0,WSB1
bf_00017475,kmt2cb,ENSDARP00000122949,HMG,1.48373e-91,318.0,"ULK1,ULK2"
bf_00017476,hivep3b,ENSDARP00000054019,zf-C2H2,1.76066e-138,446.0,AKAP1
bf_00017488,baz2ba,ENSDARP00000143831,MBD,3.16987e-38,136.0,PRKRIP1
bf_00017491,aff3,ENSDARP00000113026,AF-4,1.00759e-93,316.0,RNF10
bf_00017492,cux1a,ENSDARP00000075613,CUT,1.52748e-70,260.0,"CLIP2,CLIP1"
bf_00017495,setdb1a,ENSDARP00000060441,MBD,5.39163e-68,244.0,MAM and LDL-receptor class A domain-containing protein 1
bf_00017510,CABZ01090890.1,ENSDARP00000140934,TF_bZIP,6.532189999999999e-52,189.0,infB
bf_00017511,etv5a,ENSDARP00000092546,ETS,6.594410000000001e-82,268.0,NUP88
bf_00017518,baz2ba,ENSDARP00000126215,MBD,2.278e-87,304.0,"TAOK1,TAOK3"
bf_00017534,lhx5,ENSDARP00000075139,Homeobox,5.46108e-113,341.0,"LIMK2,LIMK1"
bf_00017536,neurod6a,ENSDARP00000089629,bHLH,8.66475e-63,198.0,BHLHA9
bf_00017538,mlxip,ENSDARP00000115267,bHLH,3.36262e-140,442.0,MLXIP
bf_00017539,setdb1a,ENSDARP00000060441,MBD,9.62512e-82,296.0,Zmynd10
bf_00017545,nfkb2,ENSDARP00000121285,RHD,2.43256e-65,227.0,RF_0381
bf_00017551,zgc:66448,ENSDARP00000036300,zf-C2H2,2.70175e-98,343.0,BRIP1
bf_00017552,tbx5a,ENSDARP00000033053,T-box,8.23859e-157,451.0,TBX5
bf_00017554,tbx2b,ENSDARP00000020624,T-box,0.0,800.0,Tbx2_3
bf_00017560,zzz3,ENSDARP00000101210,MYB,5.51824e-52,191.0,glmM
bf_00017562,arid1b,ENSDARP00000119606,ARID,3.3896999999999996e-50,191.0,TRIM37
bf_00017570,arid1b,ENSDARP00000119606,ARID,2.6729100000000003e-77,269.0,MED15
bf_00017579,nfkb2,ENSDARP00000121285,RHD,4.91248e-66,225.0,HACE1
bf_00017585,elf2a,ENSDARP00000036411,ETS,1.68934e-98,322.0,Phospholipase A2 isozymes PA3A/PA3B/PA5
bf_00017598,prdm1a,ENSDARP00000004889,zf-C2H2,1.7096999999999998e-53,197.0,bye1
bf_00017599,arid4a,ENSDARP00000064411,ARID,3.98774e-55,199.0,ZCCHC3
bf_00017604,zbtb11,ENSDARP00000101599,ZBTB,2.99206e-50,184.0,KBTBD2
bf_00017608,zgc:66448,ENSDARP00000036300,zf-C2H2,2.00215e-36,144.0,Ncam1
bf_00017612,CR318589.2,ENSDARP00000121872,zf-C2H2,9.472970000000001e-121,374.0,Oocyte zinc finger protein XlCOF14
bf_00017622,TCF4,ENSDARP00000156788,bHLH,6.75126e-83,270.0,Fam83h
bf_00017624,nfat5a,ENSDARP00000006495,RHD,2.8215199999999998e-42,164.0,PRSS12
bf_00017627,setdb1a,ENSDARP00000060441,MBD,3.02701e-83,292.0,HIRA
bf_00017636,cux1a,ENSDARP00000075613,CUT,3.73071e-99,350.0,CIT
bf_00017645,wdhd1,ENSDARP00000113096,HMG,1.1602800000000002e-120,377.0,PRPF19
bf_00017658,tada2a,ENSDARP00000111548,MYB,0.0,680.0,TADA2A
bf_00017668,alx4a,ENSDARP00000112442,Homeobox,6.84816e-34,119.0,Alx1
bf_00017669,hic2,ENSDARP00000137761,ZBTB,3.48552e-99,319.0,ZBTB17
bf_00017675,bach1b,ENSDARP00000135550,TF_bZIP,1.45197e-59,206.0,KLHL26
bf_00017680,arid1b,ENSDARP00000146446,ARID,4.6102899999999996e-139,471.0,"KDM6B,KDM6A,UTY"
bf_00017683,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,5.29439e-80,275.0,Trim2
bf_00017684,si:dkey-40n15,ENSDARP00000125485,zf-C2H2,7.32012e-88,256.0,ZNF723
bf_00017685,znf980,ENSDARP00000143351,zf-C2H2,0.0,587.0,ZNF678
bf_00017686,znf1036,ENSDARP00000125431,zf-C2H2,0.0,733.0,ZNF678
bf_00017687,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,0.0,529.0,ZNF678
bf_00017688,znf1030,ENSDARP00000138279,zf-C2H2,0.0,728.0,ZNF678
bf_00017690,si:dkey-233e3,ENSDARP00000140838,zf-C2H2,2.87502e-124,350.0,ZNF678
bf_00017691,znf1030,ENSDARP00000138279,zf-C2H2,0.0,895.0,ZNF271
bf_00017692,znf992,ENSDARP00000138537,zf-C2H2,0.0,795.0,ZNF678
bf_00017693,znf980,ENSDARP00000143351,zf-C2H2,0.0,595.0,ZNF271
bf_00017694,znf1030,ENSDARP00000138279,zf-C2H2,0.0,855.0,ZNF569
bf_00017695,znf992,ENSDARP00000138537,zf-C2H2,0.0,761.0,ZNF678
bf_00017696,znf992,ENSDARP00000138537,zf-C2H2,0.0,762.0,ZNF678
bf_00017697,znf979,ENSDARP00000104504,zf-C2H2,0.0,602.0,ZNF678
bf_00017698,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,1.93176e-164,456.0,ZNF723
bf_00017700,znf1026,ENSDARP00000144923,zf-C2H2,0.0,910.0,ZNF678
bf_00017701,tulp4a,ENSDARP00000067485,Tub,2.72703e-85,294.0,IFT80
bf_00017704,setdb1a,ENSDARP00000060441,MBD,5.10634e-108,359.0,MINDY4B
bf_00017705,baz2a,ENSDARP00000139219,MBD,1.04474e-47,184.0,htl
bf_00017720,bcl6ab,ENSDARP00000116903,ZBTB,7.472500000000001e-77,254.0,ZBTB7A
bf_00017721,zbtb16b,ENSDARP00000128866,ZBTB,3.09614e-69,228.0,C14orf93
bf_00017723,nfe2l2b,ENSDARP00000106581,TF_bZIP,3.31774e-35,136.0,Plg
bf_00017738,wdhd1,ENSDARP00000113096,HMG,5.000090000000001e-119,400.0,EML6
bf_00017740,zgc:66448,ENSDARP00000036300,zf-C2H2,7.385440000000001e-44,168.0,DNAAF1
bf_00017751,foxm1,ENSDARP00000009248,Fork_head,1.5905099999999999e-43,165.0,XRRA1
bf_00017763,samd11,ENSDARP00000112558,SAND,0.0,656.0,SAMD11
bf_00017769,baz2ba,ENSDARP00000126215,MBD,1.1472299999999999e-86,309.0,PF11_0240
bf_00017780,tp73,ENSDARP00000109674,P53,1.80571e-145,426.0,Tp63
bf_00017783,smarca5,ENSDARP00000107618,MYB,2.7270100000000003e-106,355.0,HLTF
bf_00017801,srebf1,ENSDARP00000087097,bHLH,6.20675e-49,183.0,dnaJ
bf_00017805,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,2.81822e-25,106.0,Trim3
bf_00017827,nfkb2,ENSDARP00000121285,RHD,1.1668400000000001e-53,197.0,PIDD1
bf_00017828,nfkb2,ENSDARP00000121285,RHD,6.55443e-69,242.0,ANK1
bf_00017840,nfkb2,ENSDARP00000121285,RHD,2.6858099999999997e-39,155.0,ANK1
bf_00017842,nfkb2,ENSDARP00000121285,RHD,4.03954e-67,237.0,ANK1
bf_00017850,wdhd1,ENSDARP00000113096,HMG,7.97423e-28,117.0,TAF5
bf_00017859,arid4a,ENSDARP00000064411,ARID,8.34409e-108,353.0,"ERICH6B,ERICH6"
bf_00017871,pou2f1b,ENSDARP00000037034,Pou,1.93179e-40,155.0,fz
bf_00017889,nfkb2,ENSDARP00000121285,RHD,1.2171499999999998e-45,163.0,ASB6
bf_00017911,rxraa,ENSDARP00000074930,RXR-like,1.38403e-150,439.0,ESR1
bf_00017913,srebf1,ENSDARP00000087097,bHLH,3.96705e-157,478.0,UVRAG
bf_00017923,mlxip,ENSDARP00000115267,bHLH,7.2585e-43,158.0,"FAM124A,FAM124B"
bf_00017939,znf1026,ENSDARP00000139917,zf-C2H2,0.0,875.0,ZNF160
bf_00017948,rest,ENSDARP00000136293,zf-C2H2,1.95983e-97,333.0,unc-97
bf_00017950,lhx9,ENSDARP00000054806,Homeobox,1.00134e-61,202.0,LIMS1
bf_00017953,si:cabz01054394,ENSDARP00000097031,zf-C2H2,2.5598e-91,298.0,LIMS1
bf_00017956,irf2a,ENSDARP00000115520,IRF,7.48146e-29,104.0,IRF9
bf_00017957,irf10,ENSDARP00000031619,IRF,5.24808e-95,282.0,Irf8
bf_00017970,hsf5,ENSDARP00000130593,HSF,2.29158e-63,207.0,HSF5
bf_00017972,sox14,ENSDARP00000095305,HMG,1.42226e-84,249.0,SOX14
bf_00017975,sox3,ENSDARP00000070099,HMG,1.24835e-89,267.0,SoxB1c
bf_00017997,deaf1,ENSDARP00000107236,SAND,2.87801e-23,102.0,ANKMY1
bf_00017998,arid1b,ENSDARP00000146446,ARID,1.57602e-59,224.0,ZC3H13
bf_00018039,si:rp71-1d10,ENSDARP00000136591,HTH,0.0,576.0,Jrkl
bf_00018047,AL929458.4,ENSDARP00000149433,TF_bZIP,1.02007e-36,142.0,POLA1
bf_00018055,arxa,ENSDARP00000075256,Homeobox,1.5012999999999999e-65,212.0,ARX
bf_00018063,camta1a,ENSDARP00000126402,CG-1,1.92141e-60,227.0,"MYO7B,MYO7A"
bf_00018066,arid3c,ENSDARP00000137706,ARID,2.94597e-42,146.0,MYL6B
bf_00018067,srebf1,ENSDARP00000087097,bHLH,6.09606e-76,257.0,DNM3
bf_00018073,rest,ENSDARP00000136293,zf-C2H2,1.3551000000000002e-77,269.0,WDR44
bf_00018081,znf1030,ENSDARP00000138279,zf-C2H2,4.08722e-179,512.0,Zic
bf_00018107,tcf3b,ENSDARP00000135697,bHLH,3.26002e-50,172.0,arglu1a
bf_00018110,kmt2cb,ENSDARP00000122949,HMG,6.73502e-71,254.0,IWS1
bf_00018117,prox1a,ENSDARP00000071943,HPD,1.3445099999999998e-45,170.0,MRE11
bf_00018123,arid2,ENSDARP00000011701,ARID,9.33952e-101,352.0,"TNIK,MINK1,MAP4K4"
bf_00018125,wdhd1,ENSDARP00000113096,HMG,6.52554e-140,431.0,"TBL1XR1,TBL1Y,TBL1X"
bf_00018146,si:ch211-255f4,ENSDARP00000137125,zf-C2H2,8.53499e-57,196.0,Slit3
bf_00018147,arid1ab,ENSDARP00000153725,ARID,9.15669e-47,182.0,POLR2A
bf_00018153,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,4.22533e-158,443.0,ZNF79
bf_00018155,znf979,ENSDARP00000104504,zf-C2H2,1.14737e-155,441.0,ZNF79
bf_00018157,baz2ba,ENSDARP00000143831,MBD,4.92526e-24,105.0,RNF168
bf_00018159,dachb,ENSDARP00000046282,DACH,1.40286e-27,105.0,C22orf15
bf_00018161,setdb1a,ENSDARP00000060441,MBD,7.62074e-85,306.0,"ARHGEF9,SPATA13,ARHGEF4"
bf_00018170,usf3,ENSDARP00000099979,bHLH,3.0017e-30,127.0,BP10
bf_00018174,cux1a,ENSDARP00000075613,CUT,6.124870000000001e-121,390.0,IFT81
bf_00018197,wdhd1,ENSDARP00000099718,HMG,7.67555e-139,429.0,ATG16L1
bf_00018203,mlxip,ENSDARP00000115267,bHLH,8.158829999999999e-57,204.0,TAF6
bf_00018205,srebf1,ENSDARP00000087097,bHLH,1.29659e-57,213.0,Abcc5
bf_00018206,setdb1a,ENSDARP00000060441,MBD,5.77257e-174,576.0,yrhL
bf_00018210,arid1b,ENSDARP00000119606,ARID,1.41497e-75,278.0,Ranbp2
bf_00018211,nr3c2,ENSDARP00000130941,ESR-like,2.66421e-54,190.0,"FAM122B,FAM122C,FAM122A"
bf_00018215,nfkb2,ENSDARP00000121285,RHD,9.48481e-60,216.0,HTK16
bf_00018232,znf1036,ENSDARP00000125431,zf-C2H2,0.0,546.0,ZBTB44
bf_00018241,baz2ba,ENSDARP00000126215,MBD,2.12264e-35,140.0,CNTROB
bf_00018249,baz2ba,ENSDARP00000126215,MBD,1.48694e-31,128.0,ZRSR2
bf_00018259,runx2b,ENSDARP00000048977,Runt,1.6308499999999999e-43,163.0,MED14
bf_00018276,arid1ab,ENSDARP00000153725,ARID,1.19444e-25,110.0,"ENOX2,ENOX1"
bf_00018277,baz2ba,ENSDARP00000101556,MBD,1.01445e-47,175.0,"UPF3A,UPF3B"
bf_00018282,si:dkey-79d12,ENSDARP00000127553,zf-C2H2,1.23011e-39,147.0,APOD
bf_00018314,arid1ab,ENSDARP00000153725,ARID,1.8985e-110,390.0,"MED12L,MED12"
bf_00018316,baz2ba,ENSDARP00000126215,MBD,5.33943e-68,230.0,IQCG
bf_00018321,gatad2ab,ENSDARP00000135963,zf-GATA,7.80741e-75,256.0,"LRCH2,LRCH1"
bf_00018323,ZNF335,ENSDARP00000147695,zf-C2H2,1.8137e-74,270.0,RSF1
bf_00018329,zbtb49,ENSDARP00000136624,ZBTB,2.4589e-44,161.0,"RCBTB2,RCBTB1"
bf_00018346,setdb1a,ENSDARP00000060441,MBD,1.67167e-80,292.0,cher
bf_00018350,snapc4,ENSDARP00000121534,MYB,1.10434e-26,103.0,C17orf49
bf_00018355,setdb1a,ENSDARP00000060441,MBD,4.71423e-85,283.0,POLD3
bf_00018358,prdm1a,ENSDARP00000004889,zf-C2H2,2.89385e-23,101.0,AIFM2
bf_00018366,cux1a,ENSDARP00000075613,CUT,6.40239e-97,331.0,CCDC39
bf_00018372,pbrm1l,ENSDARP00000094248,HMG,3.34512e-60,225.0,EMSY
bf_00018377,cux1a,ENSDARP00000075613,CUT,1.18544e-94,332.0,Plekhh2
bf_00018389,baz2ba,ENSDARP00000126215,MBD,6.12684e-72,247.0,Cabp5
bf_00018391,prdm8b,ENSDARP00000107353,zf-C2H2,3.39789e-74,253.0,U2SURP
bf_00018393,arid1aa,ENSDARP00000134422,ARID,1.91211e-60,227.0,"COL4A3,COL4A5,COL4A1"
bf_00018395,wdhd1,ENSDARP00000113096,HMG,1.68581e-82,269.0,SEH1L
bf_00018413,wdhd1,ENSDARP00000113096,HMG,7.49501e-118,366.0,DAW1
bf_00018460,znf1026,ENSDARP00000139917,zf-C2H2,0.0,676.0,ZNF595
bf_00018468,aff2,ENSDARP00000068559,AF-4,1.82116e-90,319.0,CFDP2
bf_00018474,CABZ01080135.1,ENSDARP00000151859,bHLH,8.7769e-39,150.0,MAP6
bf_00018476,znf1026,ENSDARP00000139917,zf-C2H2,0.0,1023.0,ZNF665
bf_00018510,nfkb2,ENSDARP00000121285,RHD,1.89237e-65,232.0,Ank1
bf_00018518,arid1b,ENSDARP00000139784,ARID,2.2628699999999998e-132,448.0,NCOA6
